,longitude,latitude,p_nom,population_density,co2l
SE2 8,13.2,55.8,193.7,0.1,0.6
SE2 9,17.8,63.2,26.5,0.0,0.6
SI1 0,14.5,46.0,241.6,9.2,0.6
SI1 1,15.7,46.5,131.9,0.5,0.6
SK1 0,17.6,48.5,154.9,0.4,0.6
SK1 1,21.0,48.7,178.3,0.1,0.6
SK1 2,18.4,48.2,138.5,0.3,0.6
SK1 3,19.3,49.0,43.8,0.1,0.6
SK1 4,18.8,49.1,24.9,0.4,0.6
AT1 0,13.8,48.1,381.9,0.5,0.2
AT1 1,16.3,48.2,490.6,6.2,0.2
AT1 10,16.0,47.7,594.4,0.1,0.2
AT1 11,16.8,48.0,302.2,0.7,0.2
AT1 12,14.6,46.5,30.1,0.2,0.2
AT1 2,10.8,47.2,8959.5,0.5,0.2
AT1 3,9.7,47.3,71.9,0.1,0.2
AT1 4,12.5,47.2,8696.6,0.0,0.2
AT1 5,14.2,47.7,607.9,0.3,0.2
AT1 6,15.4,46.9,1693.2,0.2,0.2
AT1 8,14.9,48.1,56.3,5.0,0.2
AT1 9,14.8,47.3,1465.4,0.0,0.2
BE1 0,4.9,50.4,1238.6,3.1,0.2
BE1 1,4.3,51.0,2245.2,6.2,0.2
BE1 10,5.8,50.7,99.5,0.7,0.2
BE1 11,5.7,50.6,42.0,0.8,0.2
BE1 12,5.8,50.5,113.5,0.2,0.2
BE1 13,5.7,49.8,196.0,0.1,0.2
BE1 14,5.7,49.6,1893.7,1.6,0.2
BE1 15,5.4,50.6,68.2,1.7,0.2
BE1 2,3.3,51.3,329.1,0.5,0.2
BE1 3,3.6,50.9,1270.8,0.4,0.2
BE1 5,5.6,50.9,2218.5,0.6,0.2
BE1 6,5.8,50.2,326.3,0.1,0.2
BE1 8,5.0,51.1,379.5,7.9,0.2
BE1 9,5.5,50.5,70.3,0.4,0.2
BG1 0,26.1,42.6,6715.0,0.2,0.2
BG1 1,24.0,42.5,2436.3,0.1,0.2
BG1 2,23.2,42.6,18.4,12.7,0.2
BG1 3,24.0,43.5,232.6,0.2,0.2
BG1 4,23.1,42.5,51.3,0.3,0.2
BG1 5,23.8,42.5,761.0,0.1,0.2
BG1 6,27.3,43.3,691.6,0.3,0.2
CH1 0,7.5,46.3,5528.4,0.0,0.2
CH1 1,8.9,46.3,3093.0,0.1,0.2
CH1 3,9.4,46.7,4798.3,2.1,0.2
CH1 4,7.6,47.2,385.1,0.4,0.2
CH1 5,7.7,47.4,217.7,0.9,0.2
CH1 7,8.3,47.5,161.5,3.0,0.2
CH1 8,9.3,47.4,158.3,0.6,0.2
CZ1 0,17.1,49.3,492.5,0.3,0.2
CZ1 1,13.4,50.1,126.7,0.1,0.2
CZ1 10,14.4,49.5,131.5,0.1,0.2
CZ1 11,15.7,50.1,56.2,3.0,0.2
CZ1 2,14.3,50.3,2751.8,0.2,0.2
CZ1 3,15.3,50.5,169.8,0.2,0.2
CZ1 4,18.1,49.8,1195.0,3.1,0.2
CZ1 5,14.3,49.1,178.3,0.1,0.2
CZ1 6,13.3,49.7,160.6,0.9,0.2
CZ1 7,14.2,50.0,86.6,0.2,0.2
CZ1 8,15.7,49.6,155.8,0.1,0.2
CZ1 9,16.7,49.9,144.4,0.0,0.2
DE1 0,9.2,48.8,2078.5,6.4,0.2
DE1 1,8.6,52.3,2150.6,0.5,0.2
DE1 10,8.6,49.3,7930.7,0.6,0.2
DE1 11,11.3,50.3,1924.1,0.3,0.2
DE1 12,10.6,52.1,1257.5,0.1,0.2
DE1 13,12.3,53.6,2506.6,0.0,0.2
DE1 14,7.3,52.7,1293.7,4.4,0.2
DE1 15,11.7,48.3,4820.0,0.7,0.2
DE1 16,10.5,49.5,6251.7,0.2,0.2
DE1 17,6.5,51.4,4087.8,1.0,0.2
DE1 18,8.3,53.3,1109.9,0.1,0.2
DE1 19,8.3,49.6,4811.1,1.4,0.2
DE1 2,6.9,50.9,1208.5,25.3,0.2
DE1 20,6.9,51.5,455.5,14.6,0.2
DE1 21,6.9,49.4,1186.6,0.8,0.2
DE1 22,7.4,50.2,3837.8,0.1,0.2
DE1 23,9.4,53.9,730.3,0.1,0.2
DE1 24,9.6,47.7,1656.2,0.3,0.2
DE1 25,7.9,51.7,421.8,3.5,0.2
DE1 26,6.7,49.8,282.0,0.3,0.2
DE1 27,11.8,51.5,1482.5,0.9,0.2
DE1 28,7.8,47.8,447.7,0.1,0.2
DE1 29,8.4,47.9,641.4,0.2,0.2
DE1 3,8.6,50.2,10064.7,15.2,0.2
DE1 30,12.1,50.8,415.1,0.7,0.2
DE1 31,12.9,48.7,5418.1,0.2,0.2
DE1 32,12.5,51.2,505.3,0.4,0.2
DE1 33,12.0,49.5,3187.9,0.2,0.2
DE1 34,10.8,53.9,207.6,5.1,0.2
DE1 35,10.4,52.1,69.9,5.6,0.2
DE1 36,11.8,48.9,1057.8,0.4,0.2
DE1 37,12.2,48.6,612.9,0.2,0.2
DE1 38,12.9,48.3,294.4,0.2,0.2
DE1 39,7.9,48.5,414.5,0.4,0.2
DE1 4,9.9,53.5,867.9,3.5,0.2
DE1 40,8.0,48.6,102.9,1.4,0.2
DE1 41,8.2,48.8,138.6,9.7,0.2
DE1 42,8.2,47.6,71.5,1.0,0.2
DE1 43,13.3,52.2,151.2,1.5,0.2
DE1 44,13.5,52.5,8.6,26.3,0.2
DE1 45,11.3,49.5,320.7,2.7,0.2
DE1 46,7.0,51.5,21.1,21.5,0.2
DE1 47,6.9,51.2,26.4,26.6,0.2
DE1 48,7.0,50.9,40.8,3.6,0.2
DE1 49,7.7,51.3,55.0,0.5,0.2
DE1 5,10.3,48.4,4169.7,0.2,0.2
DE1 50,8.0,51.1,28.3,0.2,0.2
DE1 51,8.1,50.9,8.5,3.0,0.2
DE1 52,8.2,50.9,22.8,0.2,0.2
DE1 53,6.3,50.0,55.1,0.1,0.2
DE1 54,6.6,50.4,163.8,0.2,0.2
DE1 55,8.9,52.2,54.8,0.6,0.2
DE1 56,8.6,52.0,87.0,16.9,0.2
DE1 57,9.0,52.0,165.8,0.3,0.2
DE1 58,10.0,52.3,1082.1,0.2,0.2
DE1 59,10.2,52.2,849.5,0.9,0.2
DE1 6,13.8,51.4,3661.0,0.2,0.2
DE1 60,10.5,52.2,46.8,1.4,0.2
DE1 61,11.0,51.5,428.0,0.1,0.2
DE1 62,8.5,49.3,344.6,3.8,0.2
DE1 63,8.5,49.4,65.8,2.5,0.2
DE1 64,13.1,54.3,243.2,0.2,0.2
DE1 66,14.0,53.5,229.7,0.3,0.2
DE1 68,14.3,53.1,1066.2,0.5,0.2
DE1 69,7.2,53.4,8.5,4.5,0.2
DE1 7,13.3,52.6,5763.9,27.7,0.2
DE1 70,9.3,54.8,147.9,0.2,0.2
DE1 71,9.4,54.7,319.2,1.5,0.2
DE1 72,9.8,54.3,409.0,0.2,0.2
DE1 73,9.6,54.0,65.4,0.1,0.2
DE1 74,9.0,52.8,48.4,4.4,0.2
DE1 75,10.5,53.8,66.4,0.2,0.2
DE1 76,10.3,51.0,576.9,0.4,0.2
DE1 77,13.5,52.4,55.8,25.3,0.2
DE1 78,14.0,53.2,63.0,0.0,0.2
DE1 79,6.7,49.2,32.8,1.4,0.2
DE1 8,7.4,51.5,631.9,10.1,0.2
DE1 80,8.0,51.0,10.3,1.4,0.2
DE1 81,14.0,53.3,128.8,0.0,0.2
DE1 82,9.1,52.2,58.9,3.8,0.2
DE1 83,12.6,51.1,117.8,0.2,0.2
DE1 84,9.5,49.8,395.6,6.2,0.2
DE1 85,8.5,49.5,19.4,2.8,0.2
DE1 86,11.2,47.5,117.4,0.1,0.2
DE1 87,12.8,48.4,924.0,0.4,0.2
DE1 89,8.1,50.8,41.7,0.9,0.2
DE1 9,9.1,51.2,1464.5,0.2,0.2
DE1 90,6.6,49.5,826.8,0.1,0.2
DE1 91,9.0,53.1,126.4,0.6,0.2
DE1 92,9.2,48.9,55.6,2.3,0.2
DE1 93,8.3,53.2,53.7,0.1,0.2
DK1 0,9.2,55.6,500.8,0.1,0.2
DK1 1,9.9,56.0,304.1,0.0,0.2
DK1 2,10.1,57.1,106.1,0.2,0.2
DK1 3,10.5,55.4,73.5,0.2,0.2
DK2 0,12.3,55.4,231.3,2.5,0.2
DK2 1,12.3,55.8,3472.5,0.3,0.2
EE6 0,25.9,59.0,209.8,0.0,0.2
ES1 0,-5.1,41.7,9832.4,0.0,0.2
ES1 1,-7.9,42.5,174.6,0.0,0.2
ES1 10,-6.1,40.0,749.6,15.9,0.2
ES1 11,-3.3,39.8,7343.5,0.0,0.2
ES1 12,-3.6,43.2,71.0,0.0,0.2
ES1 13,0.9,41.9,2950.9,0.0,0.2
ES1 14,-0.6,40.8,351.2,0.0,0.2
ES1 15,-3.8,40.9,249.0,0.0,0.2
ES1 16,-1.3,37.8,5783.2,0.0,0.2
ES1 17,2.6,41.9,113.8,0.0,0.2
ES1 18,-6.7,42.7,173.3,0.1,0.2
ES1 19,-0.1,41.3,925.0,0.0,0.2
ES1 2,-0.9,38.8,7359.1,2.8,0.2
ES1 20,-0.5,39.6,174.2,2.7,0.2
ES1 21,-8.8,42.8,58.7,0.1,0.2
ES1 22,-5.7,41.6,639.9,0.1,0.2
ES1 23,-4.1,40.2,1010.3,0.1,0.2
ES1 24,-6.4,43.3,103.4,0.1,0.2
ES1 25,-1.4,39.6,116.3,0.0,0.2
ES1 26,1.5,41.3,57.5,0.1,0.2
ES1 27,-3.4,42.9,28.9,0.0,0.2
ES1 28,0.7,41.2,128.6,0.0,0.2
ES1 29,1.7,41.5,39.1,0.1,0.2
ES1 3,-1.9,41.5,552.3,0.0,0.2
ES1 30,-3.2,37.0,2508.8,0.0,0.2
ES1 31,-6.0,36.5,112.7,0.1,0.2
ES1 32,-6.9,37.3,505.6,1.9,0.2
ES1 33,-0.6,42.2,164.9,0.0,0.2
ES1 34,-2.4,42.4,1166.0,2.5,0.2
ES1 35,-6.8,38.2,148.3,0.0,0.2
ES1 36,1.3,41.5,2088.9,0.0,0.2
ES1 37,0.8,41.2,9.1,0.1,0.2
ES1 38,-6.7,42.0,19.2,0.0,0.2
ES1 39,2.4,41.9,918.6,0.0,0.2
ES1 4,-3.2,42.9,450.5,0.0,0.2
ES1 40,-6.5,37.0,666.5,0.0,0.2
ES1 41,1.9,42.1,1239.5,0.1,0.2
ES1 42,-5.3,43.4,6.2,0.3,0.2
ES1 43,1.4,41.8,14.5,0.0,0.2
ES1 44,-4.8,43.3,9.6,0.0,0.2
ES1 5,-4.2,38.6,1322.2,0.0,0.2
ES1 6,-3.2,40.4,209.4,0.1,0.2
ES1 7,-4.6,40.1,181.0,0.0,0.2
ES1 8,-4.6,36.8,3934.0,0.1,0.2
ES1 9,-5.8,37.4,9674.4,1.3,0.2
ES4 0,2.9,39.7,1214.1,2.0,0.2
ES4 1,2.5,39.6,658.6,0.2,0.2
FI2 0,22.6,60.8,98.6,0.0,0.2
FI2 1,23.2,63.3,86.2,0.0,0.2
FI2 15,25.3,63.8,4.1,0.0,0.2
FI2 3,27.3,62.4,37.3,0.0,0.2
FI2 4,24.7,61.2,29.6,0.0,0.2
FI2 5,26.4,60.6,34.4,0.0,0.2
FI2 6,24.7,60.3,26.4,0.3,0.2
FI2 8,25.2,62.3,2.8,1.1,0.2
FI2 9,25.3,64.0,1.7,0.0,0.2
FR1 0,5.5,45.6,526.4,0.8,0.2
FR1 1,5.2,43.7,3044.1,1.0,0.2
FR1 10,3.3,48.7,180.9,0.4,0.2
FR1 11,1.5,43.4,1145.7,0.2,0.2
FR1 12,0.6,47.5,397.4,0.1,0.2
FR1 13,6.0,44.0,353.0,0.1,0.2
FR1 14,4.6,46.6,175.7,0.1,0.2
FR1 16,5.5,43.4,1989.5,1.3,0.2
FR1 17,2.6,45.0,347.5,0.1,0.2
FR1 18,2.9,50.4,46.9,2.8,0.2
FR1 19,4.3,45.3,155.6,6.3,0.2
FR1 2,-1.7,48.1,662.0,1.2,0.2
FR1 20,3.9,47.8,104.4,0.0,0.2
FR1 21,0.2,45.0,1867.8,0.8,0.2
FR1 22,-3.0,48.5,63.7,0.2,0.2
FR1 23,4.9,44.7,549.5,0.3,0.2
FR1 24,2.7,49.3,15.1,0.2,0.2
FR1 25,-0.8,46.0,105.5,0.1,0.2
FR1 26,5.5,46.3,32.4,0.1,0.2
FR1 27,5.1,43.9,997.6,1.7,0.2
FR1 28,-0.9,47.2,612.2,0.2,0.2
FR1 29,5.2,48.4,21.5,0.1,0.2
FR1 3,7.1,47.9,294.5,0.6,0.2
FR1 30,2.8,44.1,63.5,0.0,0.2
FR1 31,0.8,49.6,5.7,0.5,0.2
FR1 32,6.0,44.8,953.6,0.0,0.2
FR1 33,2.0,43.9,172.9,0.1,0.2
FR1 34,2.9,43.6,473.1,0.0,0.2
FR1 35,4.3,44.6,496.4,0.1,0.2
FR1 36,4.1,44.5,462.1,0.1,0.2
FR1 37,6.7,46.1,7.0,0.7,0.2
FR1 38,6.7,45.6,12.4,5.4,0.2
FR1 39,5.5,47.1,33.0,11.3,0.2
FR1 4,-0.3,45.3,4898.8,0.2,0.2
FR1 40,2.7,46.3,101.0,0.1,0.2
FR1 41,1.9,45.8,1232.7,0.0,0.2
FR1 42,4.4,47.7,31.2,0.1,0.2
FR1 43,-1.2,47.1,87.9,0.3,0.2
FR1 44,1.9,49.8,18.1,0.0,0.2
FR1 45,0.2,44.5,1932.7,0.1,0.2
FR1 46,0.9,44.5,1346.0,0.2,0.2
FR1 47,0.7,44.2,2032.7,0.3,0.2
FR1 48,2.2,44.6,110.4,1.9,0.2
FR1 49,1.6,43.1,51.4,2.8,0.2
FR1 5,2.7,47.4,595.7,0.1,0.2
FR1 50,1.5,42.9,43.5,0.0,0.2
FR1 51,3.3,44.8,620.1,0.1,0.2
FR1 52,4.2,44.1,1016.0,1.2,0.2
FR1 53,3.8,44.0,701.0,0.1,0.2
FR1 54,-0.1,42.8,119.0,0.0,0.2
FR1 55,6.2,47.7,783.2,0.1,0.2
FR1 56,6.7,45.9,4.4,0.2,0.2
FR1 57,0.7,48.7,488.2,0.3,0.2
FR1 58,0.2,45.6,94.7,17.8,0.2
FR1 59,2.3,45.9,26.2,0.0,0.2
FR1 6,1.4,49.2,337.7,0.4,0.2
FR1 60,3.4,48.1,11.5,0.0,0.2
FR1 61,3.7,47.3,17.1,0.1,0.2
FR1 62,4.9,48.1,76.6,0.0,0.2
FR1 63,5.4,47.9,710.3,0.0,0.2
FR1 64,5.0,47.3,15.7,5.9,0.2
FR1 65,5.6,46.7,12.8,0.1,0.2
FR1 66,-3.8,48.4,29.0,0.1,0.2
FR1 67,-3.0,48.2,23.8,0.3,0.2
FR1 68,-2.4,48.5,18.6,0.1,0.2
FR1 69,-2.1,48.6,25.1,1.2,0.2
FR1 7,3.8,49.9,505.1,0.1,0.2
FR1 70,-2.6,47.6,360.1,0.2,0.2
FR1 71,-0.5,48.7,31.0,0.2,0.2
FR1 72,-0.7,48.3,32.4,0.1,0.2
FR1 73,-1.3,47.3,170.7,1.7,0.2
FR1 74,-1.4,46.6,553.1,0.8,0.2
FR1 75,-1.3,46.8,877.1,0.1,0.2
FR1 76,-0.6,46.6,580.0,0.9,0.2
FR1 77,0.9,49.0,11.5,0.1,0.2
FR1 78,2.5,50.6,51.0,0.7,0.2
FR1 79,4.9,49.8,9.2,0.1,0.2
FR1 8,6.3,48.9,363.6,0.2,0.2
FR1 80,5.2,49.5,13.7,0.1,0.2
FR1 81,5.2,49.0,15.2,0.0,0.2
FR1 82,2.7,44.5,56.1,0.5,0.2
FR1 83,2.1,46.1,30.7,0.1,0.2
FR1 84,0.6,48.3,482.5,0.1,0.2
FR1 85,2.6,49.5,8.9,0.1,0.2
FR1 86,2.3,43.5,36.7,0.1,0.2
FR1 87,1.9,46.7,38.5,0.1,0.2
FR1 88,-2.5,47.7,146.5,0.6,0.2
FR1 89,2.6,43.8,15.5,0.0,0.2
FR1 9,2.3,50.4,174.9,0.7,0.2
FR1 90,-0.0,48.6,221.0,0.0,0.2
GB0 0,-0.9,51.5,1908.9,0.1,0.2
GB0 1,-1.9,52.5,1678.6,28.4,0.2
GB0 10,-1.5,54.8,177.6,0.3,0.2
GB0 11,-3.0,55.9,126.7,0.0,0.2
GB0 12,-3.8,50.7,1468.4,0.0,0.2
GB0 13,-3.7,56.0,55.2,0.0,0.2
GB0 14,-2.8,54.1,271.3,0.0,0.2
GB0 15,0.7,51.1,463.9,0.8,0.2
GB0 16,-2.4,57.4,148.2,0.0,0.2
GB0 17,-4.3,55.7,19.8,0.0,0.2
GB0 18,-3.6,55.3,58.9,0.0,0.2
GB0 19,-3.6,58.5,26.2,0.0,0.2
GB0 2,-3.1,51.7,4084.0,0.0,0.2
GB0 20,-4.5,55.9,29.8,2.6,0.2
GB0 21,-1.6,52.4,2092.6,0.1,0.2
GB0 22,-3.6,51.5,2338.5,0.1,0.2
GB0 23,-2.2,50.7,2094.3,0.0,0.2
GB0 24,-1.1,54.6,34.0,0.0,0.2
GB0 25,-4.3,57.4,35.8,0.0,0.2
GB0 26,-3.2,56.2,55.0,0.0,0.2
GB0 27,-0.0,51.8,0.2,29.8,0.2
GB0 29,-3.7,51.6,159.8,0.1,0.2
GB0 3,0.1,51.9,3429.9,0.1,0.2
GB0 30,-3.0,50.8,687.6,0.1,0.2
GB0 31,-2.1,52.5,9.8,22.0,0.2
GB0 32,-4.9,55.1,25.7,0.0,0.2
GB0 33,-3.2,55.1,68.2,0.1,0.2
GB0 34,-2.3,55.0,27.7,0.0,0.2
GB0 35,-1.6,55.1,4.5,0.1,0.2
GB0 36,-1.5,55.0,3.9,3.0,0.2
GB0 37,-1.5,55.0,3.8,1.8,0.2
GB0 38,-1.4,54.9,8.9,20.5,0.2
